TACCOUNT,,,,,,,,/TACCOUNT
PENYISIHAN PENURUNAN AKTIVA PRODUKTIF (PPAP) TAGIHAN DERIVATIF KHUSUSPENAMBAHAN/PENGURANGAN,TAccount Category,Yes,14591202,PPAP TAG DERIVATIF KHUSUS PNAMBAH/,TAccount,Balance Sheet,Asset,
PENYISIHAN PENURUNAN AKTIVA PRODUKTIF (PPAP) TAGIHAN DERIVATIF KHUSUS SALDO AWAL,TAccount Category,Yes,14591201,PPAP TAG DERIVATIF KHUSUS SALDO AWAL,TAccount,Balance Sheet,Asset,
PENYISIHAN PENURUNAN AKTIVA PRODUKTIF (PPAP) TAGIHAN DERIVATIF UMUM PENAMBAHAN/PENGURANGAN,TAccount Category,Yes,14591102,PPAP TAGIHAN DERIVATIF UMUM PNAMBAH/,TAccount,Balance Sheet,Asset,
PENYISIHAN PENURUNAN AKTIVA PRODUKTIF (PPAP) TAGIHAN DERIVATIF UMUM SALDO AWAL,TAccount Category,Yes,14591101,PPAP TAGIHAN DERIVATIF UMUM SALDO AWAL,TAccount,Balance Sheet,Asset,
PENYISIHAN PENGHAPUSAN AKTIVA PRODUKTIF (PPAP) GIRO PADA BANK LAIN (GPBL) UMUM SALDO AWAL,TAccount Category,Yes,12091101,PPAP-CKPN GPBL UMUM SALDO AWAL,TAccount,Balance Sheet,Asset,
PENEMPATAN PADA BANK LAIN (PPBL) CERTIFICATE OF DEPOSIT,TAccount Category,Yes,66012803,PPBL CERT OF DEPOSIT,TAccount,Off Balance Sheet,Off Balance Sheet Asset,
PENEMPATAN PADA BANK LAIN (PPBL)  CERTIFICATE OF DEPOSIT - KONTRA,TAccount Category,Yes,86012803,PPBL CERT OF DEPOSIT KONTRA,TAccount,Off Balance Sheet,Contra Asset,
PENEMPATAN PADA BANK LAIN (PPBL)   CONTINGENT ASSET - KONTRA,TAccount Category,Yes,86012804,PPBL CONTINGEN ASSETS KONTRA,TAccount,Off Balance Sheet,Contra Asset,
PENEMPATAN PADA BANK LAIN (PPBL) DEPOSITO BERJANGKA,TAccount Category,Yes,12511301,PPBL DEPOSITO BERJANGKA,TAccount,Balance Sheet,Asset,
PENEMPATAN PADA BANK LAIN (PPBL) FIXED TERM DEPOSIT,TAccount Category,Yes,66012802,PPBL FIXED TERM DEPOSIT,TAccount,Off Balance Sheet,Off Balance Sheet Asset,
PENEMPATAN PADA BANK LAIN (PPBL)  FIXED TERM DEPOSIT - KONTRA,TAccount Category,Yes,86012802,PPBL FIXED TERM DEPOSIT KONTRA,TAccount,Off Balance Sheet,Contra Asset,
PENEMPATAN PADA BANK LAIN (PPBL) SERTIFIKAT DEPOSITO,TAccount Category,Yes,12511401,PPBL SERTIFIKAT DEPOSITO,TAccount,Balance Sheet,Asset,
PENEMPATAN PADA BANK LAIN (PPBL) TAGIHAN LAINNYA KEPADA BANK,TAccount Category,Yes,12511601,PPBL TAGIHAN LAINNYA KEPADA BANK,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) BUNGA EFEK-EFEK DIMILIKI HINGGA JATUH TEMPO PRODUK TREASURY,TAccount Category,Yes,16523401,PYMAD BNG EFEK2 DIMILIKI HG JT PRD TRS,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) BUNGA EFEK-EFEK DIPERDAGANGKAN SURAT BERHARGA PASAR MODAL (SBPM) - OBLIGASI,TAccount Category,Yes,16523101,PYMAD BNG EFEK2 DIPERDAG SBPM OBLIGASI,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) BUNGA PENEMPATAN PADA BANK LAIN (PPBL) INTERBANK CALL MONEY - DISKONTO,TAccount Category,Yes,16511101,PYMAD BNG PPBL INTERBANK CALL MONEY DISK,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) BUNGA KREDIT YANG DIBERIKAN (KYD) KREDIT USAHA KECIL (KUK) KREDIT MODAL KERJA (KMK),TAccount Category,Yes,16551101,PYMAD BUNGA KYD KUK KREDIT MODAL KERJA,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) BUNGA KREDIT YANG DIBERIKAN (KYD) NON KREDIT USAHA KECIL (NON KUK) TRANSAKSI TREASURY,TAccount Category,Yes,16553101,PYMAD BUNGA KYD NON KUK TRN TREASURY,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) BUNGA OBLIGASI PEMERINTAH DIPERDAGANGKAN,TAccount Category,Yes,16561101,PYMAD BUNGA OBL. PEM. DIPERDAGANGKAN,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD)  BUNGA PENEMPATAN PADA BANK LAIN (PPBL) DEPOSITO BERJANGKA,TAccount Category,Yes,16511301,PYMAD BUNGA PPBL DEPOSITO BERJANGKA,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) BUNGA TRANSAKSI TREASURY,TAccount Category,Yes,16581108,PYMAD BUNGA TRANSAKSI TREASURY,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) INTEREST RATE SWAP (IRS),TAccount Category,Yes,16540002,PYMAD IRS,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) PREMI OPTION,TAccount Category,Yes,16540001,PYMAD PREMI OPTION,TAccount,Balance Sheet,Asset,
PENDAPATAN YANG MASIH AKAN DITERIMA (PYMAD) TRANSAKSI FOREX DAN DERIVATIF,TAccount Category,Yes,16540003,PYMAD TRANSAKSI FOREX DAN DERIVATIF,TAccount,Balance Sheet,Asset,
PAJAK YANG MASIH HARUS DIBAYAR (PYMHD) - PPH FINAL BUNGA DEPOSITO,TAccount Category,Yes,21011201,PYMHD-PPH FINAL BUNGA DEPOSITO,TAccount,Balance Sheet,Liability,
REKENING ANTAR KANTOR (RAK) INTERBRANCH TRANSACTION (IBT),TAccount Category,Yes,19611104,RAK IBT,TAccount,Balance Sheet,Asset,
REKENING ANTAR KANTOR (RAK) KONVERSI SISTEM LAMA KE BARU,TAccount Category,Yes,19611102,RAK KONVERSI SISTEM LAMA KE BARU,TAccount,Balance Sheet,Asset,
REKENING ANTAR KANTOR (RAK) TRANSAKSI,TAccount Category,Yes,19611101,RAK TRANSAKSI,TAccount,Balance Sheet,Asset,
REKENING POSISI DEVISA UMUM (DU),TAccount Category,Yes,29811101,REKENING POSISI DU,TAccount,Balance Sheet,Liability,
REKENING POSISI UANG KERTAS ASING (UKA),TAccount Category,Yes,19811102,REKENING POSISI UKA,TAccount,Balance Sheet,Asset,
REKENING POSISI UANG KERTAS ASING (UKA),TAccount Category,Yes,29811102,REKENING POSISI UKA,TAccount,Balance Sheet,Liability,
SURAT BERHARGA YANG DITERBITKAN PRODUK TREASURY,TAccount Category,Yes,24012201,SB YANG DITERBITKAN-PRODUK TREASURY,TAccount,Balance Sheet,Liability,
SURAT BERHARGA YANG DITERBITKAN - OBLIGASI SUBORDINASI,TAccount Category,Yes,24015001,SB YG DITERBITKAN - OBLIGASI SUBORDINASI,TAccount,Balance Sheet,Liability,
SDBL CERTIFICATE OF DEPOSIT,TAccount Category,Yes,72511203,SDBL CERT OF DEPOSIT,TAccount,Off Balance Sheet,Off Balance Sheet Liability,
SDBL CERTIFICATE OF DEPOSIT - KONTRA,TAccount Category,Yes,92511203,SDBL CERT OF DEPOSIT KONTRA,TAccount,Off Balance Sheet,Contra Liability,
SDBL CONTINGENT ASSET,TAccount Category,Yes,72511204,SDBL CONTINGEN ASSETS,TAccount,Off Balance Sheet,Off Balance Sheet Liability,
SDBL CONTINGENT ASSET - KONTRA,TAccount Category,Yes,92511204,SDBL CONTINGEN ASSETS KONTRA,TAccount,Off Balance Sheet,Contra Liability,
SDBL FIXED TERM DEPOSIT,TAccount Category,Yes,72511202,SDBL FIXED TERM DEPOSIT,TAccount,Off Balance Sheet,Off Balance Sheet Liability,
SDBL FIXED TERM DEPOSIT - KONTRA,TAccount Category,Yes,92511202,SDBL FIXED TERM DEPOSIT KONTRA,TAccount,Off Balance Sheet,Contra Liability,
SELISIH PENJABARAN LAPORAN KEUANGAN,TAccount Category,Yes,32511101,SELISIH PENJABARAN LAPORAN KEUANGAN,TAccount,Balance Sheet,Equity,
SERTIFIKAT SAHAM,TAccount Category,Yes,72511102,SERTIFIKAT SAHAM,TAccount,Off Balance Sheet,Off Balance Sheet Liability,
SERTIFIKAT SAHAM - KONTRA,TAccount Category,Yes,92511102,SERTIFIKAT SAHAM KONTRA,TAccount,Off Balance Sheet,Contra Liability,
SELISIH NILAI CADANGAN KERUGIAN PENURUNAN NILAI (CKPN) DENGAN PENYISIHAN PENGHAPUSAN AKTIVA PRODUKTIF - PENERAPAN AWAL,TAccount Category,Yes,34511102,SLSH NILAI CKPN DG PPAP-PENERAPAN AWAL,TAccount,Balance Sheet,Equity,
SURAT BERHARGA YANG DITERBITKAN SURAT BERHARGA PASAR UANG (SBPU) - MEDIUM TERM NOTES (MTN),TAccount Category,Yes,24011101,SURAT BERHARGA YG DITERBITKAN SBPU MTN,TAccount,Balance Sheet,Liability,
SURAT BERHARGA YANG DITERBITKAN SURAT BERHARGA PASAR UANG (SBPU) - NEGOTIABLE CERTIFICATES OF DEPOSIT (NCD),TAccount Category,Yes,24011301,SURAT BERHARGA YG DITERBITKAN SBPU NCD,TAccount,Balance Sheet,Liability,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) - DIGITAL OPTION TRADING,TAccount Category,Yes,14512701,TAG DER TDNT DIGITAL OPTION TRADING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) - FORWARD HEDGING,TAccount Category,Yes,14511201,TAG DER TDNT FORWARD HEDGING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) - FUTURE HEDGING,TAccount Category,Yes,14511501,TAG DER TDNT FUTURE HEDGING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) - FUTURE TRADING,TAccount Category,Yes,14512501,TAG DER TDNT FUTURE TRADING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) - OPTION PURCHASED HEDGING,TAccount Category,Yes,14511301,TAG DER TDNT OPTION PURCHASED HEDGING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) - OPTION PURCHASED TRADING,TAccount Category,Yes,14512301,TAG DER TDNT OPTION PURCHASED TRADING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) - OPTION WRITTEN HEDGING,TAccount Category,Yes,14511401,TAG DER TDNT OPTION WRITTEN HEDGING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) - OPTION WRITTEN TRADING,TAccount Category,Yes,14512401,TAG DER TDNT OPTION WRITTEN TRADING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) -  SPOT HEDGING,TAccount Category,Yes,14511101,TAG DER TDNT SPOT HEDGING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN NILAI TUKAR (TDNT) - SWAP HEDGING,TAccount Category,Yes,14511601,TAG DER TDNT SWAP HEDGING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN SUKU BUNGA (TDSB) - DIGITAL OPTION TRADING,TAccount Category,Yes,14522701,TAG DER TDSB DGTL OPT TRDNG,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN SUKU BUNGA (TDSB) - INTEREST RATE CAP HEDGING,TAccount Category,Yes,14521101,TAG DER TDSB INTEREST RATE CAP HEDGING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN SUKU BUNGA (TDSB) - INTEREST RATE CAP TRADING,TAccount Category,Yes,14522101,TAG DER TDSB INTEREST RATE CAP TRADING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN SUKU BUNGA (TDSB) - INTEREST RATE SWAP (IRS) HEDGING,TAccount Category,Yes,14521601,TAG DER TDSB INTEREST RATE SWAP HEDGING,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF YANG MASIH HARUS DITERIMA,TAccount Category,Yes,14522801,TAG DER YANG MSH HARUS DITERIMA,TAccount,Balance Sheet,Asset,
TAGIHAN DERIVATIF TERKAIT DENGAN SUKU BUNGA (TDSB) - FORWARD RATE AGREEMENT (FRA) HEDGING,TAccount Category,Yes,14521201,TAGIHAN DERIVATIF TDSB FRA HEDGING,TAccount,Balance Sheet,Asset,
TITIPAN PAJAK - PPh Pasal 23/26,TAccount Category,Yes,21011102,TITIPAN PAJAK-PPh Ps.23/26,TAccount,Balance Sheet,Liability,
WHT ART26 IB BORROW NR,TAccount Category,Yes,XXX WHT ART26 IB BORROW NR,WHT ART26 IB BORROW NR,TAccount,Balance Sheet,Liability,
EFEK2 DIPERDAG.SBPU PROMES/AKSEP DISK,TAccount Category,Yes,13012501,EFEK2 DIPERDAG.SBPU PROMES/AKSEP DISK,TAccount,Balance Sheet,Asset,
LLL LIABILITAS YMH DISELESAIKAN LAINNYA,TAccount Category,Yes,27591199,LLL LIABILITAS YMH DISELESAIKAN LAINNYA,TAccount,Balance Sheet,Liability,
KONT PEMB TDSB OPTION CALL TRADING,TAccount Category,Yes,61522301,KONT PEMB TDSB OPTION CALL TRADING,TAccount,Off Balance Sheet,Off Balance Sheet Asset,
KONT PEMB TDSB OPTION CALL TRA KONTRA,TAccount Category,Yes,81522301,KONT PEMB TDSB OPTION CALL TRA KONTRA,TAccount,Off Balance Sheet,Contra Asset,
KONT PEMB TDSB OPTION PUT TRADING KONTRA,TAccount Category,Yes,81522401,KONT PEMB TDSB OPTION PUT TRADING KONTRA,TAccount,Off Balance Sheet,Contra Asset,
KONT PEMB TDSB OPTION PUT TRADING,TAccount Category,Yes,61522401,KONT PEMB TDSB OPTION PUT TRADING,TAccount,Off Balance Sheet,Off Balance Sheet Asset,
TAG DER TDSB OPTION PURCHASED TRADING,TAccount Category,Yes,14522301,TAG DER TDSB OPTION PURCHASED TRADING,TAccount,Balance Sheet,Asset,
KONT PENJ TDSB OPTION PUT TRADING,TAccount Category,Yes,71522401,KONT PENJ TDSB OPTION PUT TRADING,TAccount,Off Balance Sheet,Off Balance Sheet Liability,
KONT PENJ TDSB OPTION PUT TRA KONT,TAccount Category,Yes,91522401,KONT PENJ TDSB OPTION PUT TRA KONT,TAccount,Off Balance Sheet,Contra Liability,
KONT PENJ TDSB OPTION CALL TRA KONT,TAccount Category,Yes,91522301,KONT PENJ TDSB OPTION CALL TRA KONT,TAccount,Off Balance Sheet,Contra Liability,
KONT PENJ TDSB OPTION CALL TRADING,TAccount Category,Yes,71522301,KONT PENJ TDSB OPTION CALL TRADING,TAccount,Off Balance Sheet,Off Balance Sheet Liability,
LIAB DER TDSB OPTION WRITTEN TRADING,TAccount Category,Yes,23022401,LIAB DER TDSB OPTION WRITTEN TRADING,TAccount,Balance Sheet,Liability,
KONTRAK PEMBELIAN TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING,TAccount Category,Yes,61522901,KONTRAK PEMBELIAN TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING,TAccount,Off Balance Sheet,Off Balance Sheet Asset,
KONTRAK PEMBELIAN TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING KONTRA,TAccount Category,Yes,81522901,KONTRAK PEMBELIAN TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING KONTRA,TAccount,Off Balance Sheet,Contra Asset,
KONTRAK PENJUALAN TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING KONTRA,TAccount Category,Yes,91522901,KONTRAK PENJUALAN TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING KONTRA,TAccount,Off Balance Sheet,Contra Liability,
KONTRAK PENJUALAN TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING,TAccount Category,Yes,71522901,KONTRAK PENJUALAN TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING,TAccount,Off Balance Sheet,Off Balance Sheet Liability,
TAGIHAN DERIVATIF TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING,TAccount Category,Yes,14522901,TAGIHAN DERIVATIF TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING,TAccount,Balance Sheet,Asset,
EFEK2 REPO TERSEDIA UNTUK DIJUAL - AFS,TAccount Category,Yes,13131101,EFEK2 REPO TERSEDIA UNTUK DIJUAL - AFS,TAccount,Balance Sheet,Asset,
EFEK2 TSD U/DJL SBPU PROMES/AKSEP DISK,TAccount Category,Yes,13032501,EFEK2 TSD U/DJL SBPU PROMES/AKSEP DISK,TAccount,Balance Sheet,Asset,
EFEK2 TSD U/DJL SBPU PROMES/AKSEP N DISK,TAccount Category,Yes,13032502,EFEK2 TSD U/DJL SBPU PROMES/AKSEP N DISK,TAccount,Balance Sheet,Asset,
EFEK2 DIPERDAG.SBPU PROMES/AKSEP NONDISK,TAccount Category,Yes,13012502,EFEK2 DIPERDAG.SBPU PROMES/AKSEP NONDISK,TAccount,Balance Sheet,Asset,
EFEK2 REPO DIPERDAGANGKAN-FVTPL,TAccount Category,Yes,13111101,EFEK2 REPO DIPERDAGANGKAN-FVTPL,TAccount,Balance Sheet,Asset,
EFEK2 REPO DHGJT-HTM,TAccount Category,Yes,13121101,EFEK2 REPO DHGJT-HTM,TAccount,Balance Sheet,Asset,
EFEK2 DHGJT SBPU PROMES/AKSEP DISK,TAccount Category,Yes,13022501,EFEK2 DHGJT SBPU PROMES/AKSEP DISK,TAccount,Balance Sheet,Asset,
EFEK2 DHGJT SBPU PROMES/AKSEP NONDISK,TAccount Category,Yes,13022502,EFEK2 DHGJT SBPU PROMES/AKSEP NONDISK,TAccount,Balance Sheet,Asset,
ALL ASET YANG DIAGUNKAN,TAccount Category,Yes,19511966,ALL ASET YANG DIAGUNKAN,TAccount,Balance Sheet,Asset,
PENDAPATAN BUNGA ASET YANG DIAGUNKAN,TAccount Category,Yes,41099012,PENDAPATAN BUNGA ASET YANG DIAGUNKAN,TAccount,Revenue Sheet,Revenue,
PYMAD BUNGA TAG LAIN ASET YANG DIAGUNKAN,TAccount Category,Yes,16581113,PYMAD BUNGA TAG LAIN ASET YANG DIAGUNKAN,TAccount,Balance Sheet,Asset,
LIABILITAS LAIN-LAIN (LLL)Â PENDAPATAN DITERIMA DIMUKA,TAccount Category,Yes,27551101,LIABILITAS LAIN-LAIN (LLL)Â PENDAPATAN DITERIMA DIMUKA,TAccount,Balance Sheet,Liability,
PAJAK YANG MASIH HARUS DIBAYAR (PYMHD)-PPH FINAL BUNGA SIMPANAN,TAccount Category,Yes,21011206,PAJAK YANG MASIH HARUS DIBAYAR (PYMHD)-PPH FINAL BUNGA SIMPANAN,TAccount,Balance Sheet,Liability,
KEWAJIBAN DERIVATIF TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING,TAccount Category,Yes,23022901,KEWAJIBAN DERIVATIF TERKAIT DENGAN SUKU BUNGA (TDSB) FORWARD TRADING,TAccount,Balance Sheet,Liability,
Titipan Pajak Bilateral Loan,,Yes,21011102_TaxBilateralLoan,21011102_TaxBilateralLoan,TAccount,,Liability,
Titipan Pajak Derivative,,Yes,21011110_TaxDerivative,21011110_TaxDerivative,TAccount,,Liability,
Titipan Pajak Fixed Income Domestic,,Yes,21011110_TaxFIDomestic,21011110_TaxFIDomestic,TAccount,,Liability,
Titipan Pajak Fixed Income Foreign,,Yes,21011102_TaxFIForeign,21011102_TaxFIForeign,TAccount,,Liability,
LIABILITAS EFEK-EFEK REPO - LENDING FACILITY,,Yes,22511106,LIABILITAS EFEK-EFEK REPO - LENDING FACILITY,TAccount,,Liability,
BEBAN BUNGA LIABILITAS EFEK-EFEK REPO - LENDING FACILITY,,Yes,51031301,BEBAN BUNGA LIABILITAS EFEK-EFEK REPO - LENDING FACILITY,TAccount,,Expense,
POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,,Yes,POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,POL KEUNTUNGAN TRANSAKSI DERIVATIF NILAI WAJAR KURS,TAccount,,Revenue,
InterOffice GL,,Yes,InterOffice GL,InterOffice GL,TAccount,,,
NOSTRO,TAccount Category,Yes,11020100,NOSTRO,TAccount,Balance Sheet,Asset,
NOSTRO 123,TAccount Category,Yes,11020100 123,NOSTRO 123,TAccount,Balance Sheet,Asset,
EFEK-EFEK DIPERDAGANGKAN SEKURITAS RUPIAH BANK INDONESIA,TAccount Category,Yes,13015101,EFEK-EFEK DIPERDAGANGKAN SEKURITAS RUPIAH BANK INDONESIA,TAccount,Balance Sheet,Asset,
EFEK-EFEK DIPERDAGANGKAN SEKURITAS VALAS BANK INDONESIA,TAccount Category,Yes,13016101,EFEK-EFEK DIPERDAGANGKAN SEKURITAS VALAS BANK INDONESIA,TAccount,Balance Sheet,Asset,
POL EFEK2 DIPERDAGANGKAN SEKURITAS RUPIAH BANK INDONESIA,TAccount Category,Yes,45015101,POL EFEK2 DIPERDAGANGKAN SEKURITAS RUPIAH BANK INDONESIA,TAccount,Revenue Sheet,Revenue,
POL EFEK2 DIPERDAGANGKAN SEKURITAS VALAS BANK INDONESIA,TAccount Category,Yes,45016101,POL EFEK2 DIPERDAGANGKAN SEKURITAS VALAS BANK INDONESIA,TAccount,Revenue Sheet,Revenue,
ALL AKUN SUSPEND FORCE BALANCE,TAccount Category,Yes,19511501,ALL AKUN SUSPEND FORCE BALANCE,Suspense,Balance Sheet,Asset,
NOS_12011101_SGD,TAccount Category,Yes,12011101_SGD,NOS_12011101_SGD,TAccount,Balance Sheet,Asset,
NOS_12011101_USD,TAccount Category,Yes,12011101_USD,NOS_12011101_USD,TAccount,Balance Sheet,Asset,
NOS_12011101_EUR,TAccount Category,Yes,12011101_EUR,NOS_12011101_EUR,TAccount,Balance Sheet,Asset,
